date,open,close,high,low,volume,volume.1
2025-12-23,28.45,36.81,46.0,24.02,556408.0,556408.0
2025-12-24,27.83,26.01,29.6,25.96,399433.0,
2025-12-25,25.58,26.42,27.8,25.58,317694.0,
2025-12-26,25.52,26.08,27.8,24.91,286331.0,
2025-12-29,25.19,24.85,26.3,24.68,232673.0,
2025-12-30,24.47,22.67,24.58,22.66,247406.0,
2025-12-31,22.5,21.97,22.99,21.82,137783.0,
2026-01-05,21.98,22.29,22.29,21.57,109216.0,
2026-01-06,22.09,22.3,22.35,21.98,100256.0,
2026-01-07,22.27,22.39,22.5,22.16,92819.0,
2026-01-08,22.39,22.76,22.97,22.22,108690.0,
2026-01-09,22.99,22.95,22.99,22.62,102583.0,
2026-01-12,23.1,23.09,23.19,22.84,101356.0,
2026-01-13,23.0,22.64,23.28,22.55,95408.0,
2026-01-14,22.53,22.7,22.92,22.44,79856.0,
2026-01-15,22.6,22.8,23.09,22.52,62044.0,
2026-01-16,22.88,22.99,23.51,22.88,79913.0,
2026-01-19,22.8,23.29,23.31,22.8,85640.0,
2026-01-20,23.31,22.9,23.33,22.83,71702.0,
2026-01-21,22.85,23.69,23.72,22.72,120335.0,
2026-01-22,23.52,23.45,23.68,23.37,61036.0,
2026-01-23,23.59,23.73,24.36,23.53,82778.0,
2026-01-26,23.81,25.0,25.29,23.5,173254.0,
2026-01-27,24.99,23.91,24.99,23.25,141225.0,
2026-01-28,23.62,23.32,23.91,23.3,78830.0,
2026-01-29,23.3,22.76,23.3,22.65,62621.0,
2026-01-30,22.78,22.67,22.91,22.31,46791.0,
2026-02-02,22.76,22.46,22.85,22.45,39378.0,
2026-02-03,22.65,22.73,22.74,22.35,35858.0,
2026-02-04,22.6,22.78,22.82,22.54,29996.0,
2026-02-05,22.7,22.51,22.73,22.5,31280.0,
2026-02-06,22.45,22.57,22.78,22.34,32235.0,
2026-02-09,22.7,22.97,23.08,22.62,43163.0,
2026-02-10,23.03,22.95,23.03,22.8,24056.0,
2026-02-11,22.93,22.85,23.02,22.82,22748.0,
2026-02-12,22.8,22.65,22.9,22.55,23442.0,
2026-02-13,22.61,22.5,22.77,22.5,22370.0,
2026-02-24,22.74,22.88,22.9,22.61,24990.0,
2026-02-25,22.96,22.92,22.99,22.73,29189.0,
2026-02-26,22.95,23.87,23.99,22.86,121147.0,
2026-02-27,23.77,23.7,23.77,23.4,52737.0,
2026-03-02,23.29,23.24,23.64,23.02,50104.0,
2026-03-03,23.22,22.35,23.81,22.26,76346.0,
2026-03-04,22.0,22.53,22.85,21.9,43817.0,
2026-03-05,22.6,23.08,23.38,22.6,54189.0,
2026-03-06,23.05,23.29,23.36,22.91,38775.0,
2026-03-09,23.01,23.5,23.56,22.86,47822.0,
